dbcah_id, compound parent id,OBJ INFO,PARENT,CMODEL,obj_file,sequence,COLX INFO,Collection,resource,subunit_1,subunit_2,subunit_3,collection_strength_1,collection_strength_2,collection_strength_3,collection_strength_4,collection_strength_5,digitization team notes,Contribution to partner repository statement,AV status, ,supplied,description,LOC INFO,location_1,location_type_1,location_2,location_type_2,location_3,location_type_3,location_4,location_type_4,location_5,location_type_5,OTHER ID INFO,other_id_1,other_id_type_1,other_id_2,other_id_type_2,LANG INFO,language_full_1,language_1,language_full_2,language_2,PHYS INFO,form,form_authority,form_URI,extent_1,extent_unit_1,extent_2,extent_unit_2,extent_3,extent_unit_3,digital_origin,type_of_resource,genre_1,genre_URI_1,genre_2,genre_URI_2,av_genre_1,av_genre_URI_1,av_genre_2,av_genre_URI_2,SUBJ TOPIC,subject_topic_1,subject_topic_URI_1,subject_topic_2,subject_topic_URI_2,subject_topic_3,subject_topic_URI_3,SUBJ PLACE,subject_place_1,subject_place_authority_1,subject_place_URI_1,subject_place_2,subject_place_authority_2,subject_place_URI_2,subject_place_3,subject_place_authority_3,subject_place_URI_3,DATE INFO,coverage_single_date_1,coverage_start_date_1,coverage_end_date_1,coverage_date_certainty_1,date_created_single_1,date_created_start_1,date_created_end_1,date_created_certainty_1,date_issued_single_1,date_issued_begin_1,date_issued_end_1,date_issued_certainty_1,SUBJ NAME,subject_name_1,subject_name_type_1,subject_name_authority_1,subject_name_URI_1,subject_name_2,subject_name_type_2,subject_name_authority_2,subject_name_URI_2,CREAT INFO,creator_name_1 ,creator_name_type_1,creator_name_authority_1,creator_name_URI_1,creator_role_1,creator_role_authority_1,creator_role_URI_1,creator_name_2,creator_name_type_2,creator_name_authority_2,creator_name_URI_2,creator_role_2,creator_role_authority_2,creator_role_URI_2,creator_name_3,creator_name_type_3,creator_name_authority_3,creator_name_URI_3,creator_role_3,creator_role_authority_3,creator_role_URI_3,CONTRIB INFO,publisher,contributor_name_1,contributor_name_type_1,contributor_name_authority_1,contributor_name_URI_1,contributor_role_1,contributor_role_authority_1,contributor_role_URI_1,contributor_name_2,contributor_name_type_2,contributor_name_authority_2,contributor_name_URI_2,contributor_role_2,contributor_role_authority_2,contributor_role_URI_2,contributor_name_3,contributor_name_type_3,contributor_name_authority_3,contributor_name_URI_3,contributor_role_3,contributor_role_authority_3,contributor_role_URI_3,SUBJ GENRE,subject_genre_1,,,REL ITEM,related_item_1,related_item_type_1,CURATION,project,theme_1,theme_2,theme_3,ACCESS / USE,rights_1,rights_type_1,rights_2,rights_type_2,restriction_type,restriction_reason,NOTES,processing_note_1,processing_note_type_1,processing_note_2,processing_note_type_2,content_warning_1,cw_message_1,content_warning_2,cw_message_2,TRANSCRIPT
camh-dob-030017,,,,islandora:bookCModel,,,,Natchez Trace collection,Natchez Trace collection,Natchez Trace Collection,,,American South,,,,,B00238,Contribute metadata with credit,,"The Vicksburg Daily Times, Volume 1, Number 221",,"Contains advertisements; regional, national, and international news; human-interest stories. Notable articles include impeachment proceedings in Congress and their aftermath as well as threats made against the press in Mobile and Memphis. Researchers may find impeachment proceedings and their aftermath useful for understanding the latter half of Andrew Johnson's presidency and post-impeachment proceedings; researchers may find threats against the press useful for understanding the rise of contemporary Republican press.",,2.325,other,,,,,,,,,,,,,,,English,,,,,,,,4,pages,,,,,reformatted digital,text,Newspapers,,,,,,,,,"Reconstruction (U.S. history, 1865-1877)",,Impeachment,,Freedom of the press,,,Mississippi--Vicksburg,,,Tennessee--Memphis,,,Washington (D.C.),,,,1867-03-10,,,inferred,1867-03-10,,,,1867-03-10,,,,,"Johnson, Andrew, 1808-1875",,,,,,,,,"Manlove, Thomas Bolling",Personal,local,,editor,marcrelator,http://id.loc.gov/vocabulary/relators/edt,"Moss, Harry",Personal,local,,editor,,,,,,,,,,,"Shannon, Harvey",,,,,,,,,,,,,,,,,,,,,,,Newspapers,,,,,,,,,,,,Please contact the Briscoe Center for further information regarding the use of this material.,use_and_reproduction,,,,,"AI tools were used for OCR (ABBYY FineReader), image preprocessing (OpenAI Codex), and metadata extraction and generation (ChatGPT 5). There was a human-in-the-loop for each step of the process verifying the integrity of the outputs.",,,,,cw_bigotry,,,,
camh-dob-030017_0001,,,,islandora:pageCModel,,,,Natchez Trace collection,Natchez Trace collection,Natchez Trace Collection,,,American South,,,,,B00238,Contribute metadata with credit,,"The Vicksburg Daily Times, Volume 1, Number 221, Page 1",,"Contains Vicksburg business directory; details about Vicksburg professional services; news covering stock information; regional, national, and international news; human-interest stories; and advertisements. Notable articles include impeachment proceedings against Andrew Johnson in Congress; and an influx of hopefuls who have traveled to Congress to replace those who have been impeached. Researchers may find impeachment proceedings useful for understanding the latter half of Andrew Johnson's presidency and the influx of hopefuls useful for understanding post-impeachment proceedings in Congress.",,2.325,other,,,,,,,,,,,,,,,English,,,,,,,,1,pages,,,,,reformatted digital,text,Newspapers,,,,,,,,,"Reconstruction (U.S. history, 1865-1877)",,Trials (Impeachment),,Politics and government,,,Mississippi--Vicksburg,,,Washington (D.C.),,,Louisiana--New Orleans,,,,1867-03-10,,,inferred,1867-03-10,,,,1867-03-10,,,,,"Johnson, Andrew, 1808-1875",,,,,,,,,"Manlove, Thomas Bolling",Personal,local,,editor,marcrelator,http://id.loc.gov/vocabulary/relators/edt,"Moss, Harry",Personal,local,,editor,,,,,,,,,,,"Shannon, Harvey",,,,,,,,,,,,,,,,,,,,,,,Newspapers,,,,,,,,,,,,Please contact the Briscoe Center for further information regarding the use of this material.,use_and_reproduction,,,,,"AI tools were used for OCR (ABBYY FineReader), image preprocessing (OpenAI Codex), and metadata extraction and generation (ChatGPT 5). There was a human-in-the-loop for each step of the process verifying the integrity of the outputs.",,,,,cw_bigotry,,,,
camh-dob-030017_0002,,,,islandora:pageCModel,,,,Natchez Trace collection,Natchez Trace collection,Natchez Trace Collection,,,American South,,,,,B00238,Contribute metadata with credit,,"The Vicksburg Daily Times, Volume 1, Number 221, Pages 2-3",,"Contains local, national, and international news; human-interest stories; river news; notices and rewards; advertisements. Notable articles include threats that have been made against newspapers in Mobile, Alabama and Memphis, Tennessee, from civil authority and the military, respectively, as well as a plea for compliance with the Bayonet Bill from the Herald, and a river flood in Memphis. Researchers may find threats against newspapers as well as the plea for compliance from the Herald useful for understanding the rise of Republican press; researchers may find the flood report useful for understanding the environmental challenges of the era.",,2.325,other,,,,,,,,,,,,,,,English,,,,,,,,1,pages,,,,,reformatted digital,text,Newspapers,,,,,,,,,"Reconstruction (U.S. history, 1865-1877)",,Government and the press,,Floods,,,Mississippi--Vicksburg,,,Tennessee--Memphis,,,Alabama--Mobile,,,,1867-03-10,,,inferred,1867-03-10,,,,1867-03-10,,,,,United States. Congress,,,,,,,,,"Manlove, Thomas Bolling",Personal,local,,editor,marcrelator,http://id.loc.gov/vocabulary/relators/edt,"Moss, Harry",Personal,local,,editor,,,,,,,,,,,"Shannon, Harvey",,,,,,,,,,,,,,,,,,,,,,,Newspapers,,,,,,,,,,,,Please contact the Briscoe Center for further information regarding the use of this material.,use_and_reproduction,,,,,"AI tools were used for OCR (ABBYY FineReader), image preprocessing (OpenAI Codex), and metadata extraction and generation (ChatGPT 5). There was a human-in-the-loop for each step of the process verifying the integrity of the outputs.",,,,,cw_bigotry,,,,
camh-dob-030017_0003,,,,islandora:pageCModel,,,,Natchez Trace collection,Natchez Trace collection,Natchez Trace Collection,,,American South,,,,,B00238,Contribute metadata with credit,,"The Vicksburg Daily Times, Volume 1, Number 221, Page 4",,"Contains Masonic Directory; trustee’s sales; advertisements for land agents purchasing, selling, and leasing lands; advertisements for machinery, railroads, medicines, other businesses and services. Researchers may find advertisements useful for understanding contemporary medicine, machinery, etc.",,2.325,other,,,,,,,,,,,,,,,English,,,,,,,,1,pages,,,,,reformatted digital,text,Newspapers,,,,,,,,,"Reconstruction (U.S. history, 1865-1877)",,Advertising,,Freemasonry,,,Mississippi--Vicksburg,,,Louisiana--New Orleans,,,Missouri--Saint Louis,,,,1867-03-10,,,inferred,1867-03-10,,,,1867-03-10,,,,,"Kuner, Max",,,,"Hubbard, H. H.",,,,,"Manlove, Thomas Bolling",Personal,local,,editor,marcrelator,http://id.loc.gov/vocabulary/relators/edt,"Moss, Harry",Personal,local,,editor,,,,,,,,,,,"Shannon, Harvey",,,,,,,,,,,,,,,,,,,,,,,Newspapers,,,,,,,,,,,,Please contact the Briscoe Center for further information regarding the use of this material.,use_and_reproduction,,,,,"AI tools were used for OCR (ABBYY FineReader), image preprocessing (OpenAI Codex), and metadata extraction and generation (ChatGPT 5). There was a human-in-the-loop for each step of the process verifying the integrity of the outputs.",,,,,cw_bigotry,,,,
camh-dob-030018,,,,islandora:bookCModel,,,,Natchez Trace collection,Natchez Trace collection,Natchez Trace Collection,,,American South,,,,,B00238,Contribute metadata with credit,,"The Vicksburg Daily Times, Volume 1, Number 222",,"Contains advertisements; regional, national, and international news; human-interest stories. Notable articles include commentary about the Military Bill and appointing generals to each district in the South to register voters; a letter to the editor expressing anxiety about the Military Bill; factionalism in Congress; how liberty as championed by the South is under threat by a tyrannical legislature; and how the Supreme Court and President will hopefully stop Congress' plans as proposed in the Military Bill. Researchers may find the discussion of the Military Bill useful for understanding southern perceptions of the military presence in the South during the Reconstruction Era; the letter to the editor about the Military Bill useful for understanding perpetuation of Lost Cause mythology in the South during Reconstruction.",,2.325,other,,,,,,,,,,,,,,,English,,,,,,,,4,pages,,,,,reformatted digital,text,Newspapers,,,,,,,,,"Reconstruction (U.S. history, 1865-1877)",,Military occupation,,Lost Cause mythology,,,Mississippi--Vicksburg,,,Washington (D.C.),,,Mississippi--Claiborne County,,,,1867-03-12,,,inferred,1867-03-12,,,,1867-03-12,,,,,"Johnson, Andrew, 1808-1875",,,,,,,,,"Manlove, Thomas Bolling",Personal,local,,editor,marcrelator,http://id.loc.gov/vocabulary/relators/edt,"Moss, Harry",Personal,local,,editor,,,,,,,,,,,"Shannon, Harvey",,,,,,,,,,,,,,,,,,,,,,,Newspapers,,,,,,,,,,,,Please contact the Briscoe Center for further information regarding the use of this material.,use_and_reproduction,,,,,AI tools were used for OCR (ABBYY FineReader) and image preprocessing (OpenAI Codex). There was a human-in-the-loop for each step of the process verifying the integrity of the outputs.,,,,,cw_bigotry,,,,
camh-dob-030018_0001,,,,islandora:pageCModel,,,,Natchez Trace collection,Natchez Trace collection,Natchez Trace Collection,,,American South,,,,,B00238,Contribute metadata with credit,,"The Vicksburg Daily Times, Volume 1, Number 222, Page 1",,"Contains Vicksburg business directory; details about Vicksburg professional services; news covering stock information; regional, national, and international news; human-interest stories; and advertisements. Notable articles include the paper’s stated political stance; commentary about the Military Bill and appointing generals to each district in the South to register voters; comments about more suffering in the South as appropriations were all for loyalists and freedmen; and disparaging remarks about Radical Republicans’ policies. Researchers may find the discussion of the Military Bill useful for understanding Southern perceptions of the military presence in the South during the Reconstruction Era, and the discussion of Radical Republicans useful for understanding the continuing tension between the North and the South in the aftermath of the Civil War.",,2.325,other,,,,,,,,,,,,,,,English,,,,,,,,1,pages,,,,,reformatted digital,text,Newspapers,,,,,,,,,"Reconstruction (U.S. history, 1865-1877)",,Military occupation,,Politics and government,,,Mississippi--Vicksburg,,,Washington (D.C.),,,,,,,1867-03-12,,,inferred,1867-03-12,,,,1867-03-12,,,,,"Johnson, Andrew, 1808-1875",,,,,,,,,"Manlove, Thomas Bolling",Personal,local,,editor,marcrelator,http://id.loc.gov/vocabulary/relators/edt,"Moss, Harry",Personal,local,,editor,,,,,,,,,,,"Shannon, Harvey",,,,,,,,,,,,,,,,,,,,,,,Newspapers,,,,,,,,,,,,Please contact the Briscoe Center for further information regarding the use of this material.,use_and_reproduction,,,,,AI tools were used for OCR (ABBYY FineReader) and image preprocessing (OpenAI Codex). There was a human-in-the-loop for each step of the process verifying the integrity of the outputs.,,,,,cw_bigotry,,,,
camh-dob-030018_0002,,,,islandora:pageCModel,,,,Natchez Trace collection,Natchez Trace collection,Natchez Trace Collection,,,American South,,,,,B00238,Contribute metadata with credit,,"The Vicksburg Daily Times, Volume 1, Number 222, Pages 2-3",,"Contains regional and national news; human-interest stories; river news; notices and rewards; and advertisements. Notable articles include a letter to the editor expressing anxiety about the Military Bill, factionalism in Congress, how liberty as championed by the South is under threat by a tyrannical legislature, and how the Supreme Court and President will hopefully stop Congress' plans as proposed in the Military Bill. Researchers may find the discussion of railroad business useful for understanding dynamics of the railroad industry during the Reconstruction Era, and the letter to the editor about the Military Bill useful for understanding the perpetuation of Lost Cause mythology in the South during Reconstruction.",,2.325,other,,,,,,,,,,,,,,,English,,,,,,,,2,pages,,,,,reformatted digital,text,Newspapers,,,,,,,,,"Reconstruction (U.S. history, 1865-1877)",,Military occupation,,Liberty,,,Mississippi--Vicksburg,,,Mississippi--Claiborne County,,,Tennessee--Memphis,,,,1867-03-12,,,inferred,1867-03-12,,,,1867-03-12,,,,,"Johnson, Andrew, 1808-1875",,,,,,,,,"Manlove, Thomas Bolling",Personal,local,,editor,marcrelator,http://id.loc.gov/vocabulary/relators/edt,"Moss, Harry",Personal,local,,editor,,,,,,,,,,,"Shannon, Harvey",,,,,,,,,,,,,,,,,,,,,,,Newspapers,,,,,,,,,,,,Please contact the Briscoe Center for further information regarding the use of this material.,use_and_reproduction,,,,,AI tools were used for OCR (ABBYY FineReader) and image preprocessing (OpenAI Codex). There was a human-in-the-loop for each step of the process verifying the integrity of the outputs.,,,,,cw_bigotry,,,,
camh-dob-030018_0003,,,,islandora:pageCModel,,,,Natchez Trace collection,Natchez Trace collection,Natchez Trace Collection,,,American South,,,,,B00238,Contribute metadata with credit,,"The Vicksburg Daily Times, Volume 1, Number 222, Page 4",,"Contains Masonic Directory; trustee’s sales; advertisements for land agents purchasing, selling, and leasing lands; advertisements for machinery, railroads, medicines, other businesses and services. Researchers may find advertisements useful for understanding contemporary medicine, machinery, etc.",,2.325,other,,,,,,,,,,,,,,,English,,,,,,,,1,pages,,,,,reformatted digital,text,Newspapers,,,,,,,,,"Reconstruction (U.S. history, 1865-1877)",,Advertising,,Freemasonry,,,Mississippi--Vicksburg,,,Louisiana--New Orleans,,,Missouri--Saint Louis,,,,1867-03-12,,,inferred,1867-03-12,,,,1867-03-12,,,,,"Kuner, Max",,,,"Hubbard, H. H.",,,,,"Manlove, Thomas Bolling",Personal,local,,editor,marcrelator,http://id.loc.gov/vocabulary/relators/edt,"Moss, Harry",Personal,local,,editor,,,,,,,,,,,"Shannon, Harvey",,,,,,,,,,,,,,,,,,,,,,,Newspapers,,,,,,,,,,,,Please contact the Briscoe Center for further information regarding the use of this material.,use_and_reproduction,,,,,AI tools were used for OCR (ABBYY FineReader) and image preprocessing (OpenAI Codex). There was a human-in-the-loop for each step of the process verifying the integrity of the outputs.,,,,,cw_bigotry,,,,
camh-dob-030020,,,,islandora:bookCModel,,,,Natchez Trace collection,Natchez Trace collection,Natchez Trace Collection,,,American South,,,,,B00238,Contribute metadata with credit,,"The Vicksburg Daily Times, Volume 1, Number 223",,"Contains advertisements; regional, national, and international news; human-interest stories. Notable articles include comments about military rule and Reconstruction; commentary about the South’s opposition to African American suffrage which southerners consider morally wrong. Researchers may find commentary about States' rights, Reconstruction and the Military Bill useful for understanding the South’s Lost Cause mythology and States' rights narratives; attitudes toward African American suffrage useful for understanding southerners’ attempt to reframe implementation of African American suffrage as an issue of States' rights within the context of persistent racism in the South during Reconstruction.",,2.325,other,,,,,,,,,,,,,,,English,,,,,,,,4,pages,,,,,reformatted digital,text,Newspapers,,,,,,,,,"Reconstruction (U.S. history, 1865-1877)",,Military occupation,,States' rights (American politics),,,Mississippi--Vicksburg,,,Louisiana--New Orleans,,,,,,,,1847-01-01,1867-03-13,inferred,1867-03-13,,,,1867-03-13,,,,,"Johnson, Andrew, 1808-1875",,,,,,,,,"Manlove, Thomas Bolling",Personal,local,,editor,marcrelator,http://id.loc.gov/vocabulary/relators/edt,"Moss, Harry",Personal,local,,editor,,,,,,,,,,,"Shannon, Harvey",,,,,,,,,,,,,,,,,,,,,,,Newspapers,,,,,,,,,,,,Please contact the Briscoe Center for further information regarding the use of this material.,use_and_reproduction,,,,,AI tools were used for OCR (ABBYY FineReader) and image preprocessing (OpenAI Codex). There was a human-in-the-loop for each step of the process verifying the integrity of the outputs.,,,,,cw_bigotry,,,,
camh-dob-030020_0001,,,,islandora:pageCModel,,,,Natchez Trace collection,Natchez Trace collection,Natchez Trace Collection,,,American South,,,,,B00238,Contribute metadata with credit,,"The Vicksburg Daily Times, Volume 1, Number 223, Page 1",,"Contains Vicksburg business directory; details about Vicksburg professional services; news covering stock information; regional, national, and international news; human-interest stories; and advertisements. Notable articles include the paper’s stated political stance; comments about river approaching 1847 flood level; discussion about the appointment of Brigadiers General to command the five districts in the South as mandated by the Reconstruction Act; and a call for arranging a National Democratic Convention to address the need to gain confidence in the Democratic party to challenge the Radical Republicans. Researchers may find comments about military command of the five Southern districts useful for understanding Southern perceptions of the military presence in the South during Reconstruction, and the discussion of Radical Republicans and the call for a National Democratic Convention useful for understanding the continuing tension between the North and the South in the aftermath of the Civil War.",,2.325,other,,,,,,,,,,,,,,,English,,,,,,,,1,pages,,,,,reformatted digital,text,Newspapers,,,,,,,,,"Reconstruction (U.S. history, 1865-1877)",,Military occupation,,Politics and government,,,Mississippi--Vicksburg,,,Louisiana--New Orleans,,,,,,,1867-03-13,,,inferred,1867-03-13,,,,1867-03-13,,,,,"Sickles, Daniel Edgar, 1819-1914",,,,"Johnson, Andrew, 1808-1875",,,,,"Manlove, Thomas Bolling",Personal,local,,editor,marcrelator,http://id.loc.gov/vocabulary/relators/edt,"Moss, Harry",Personal,local,,editor,,,,,,,,,,,"Shannon, Harvey",,,,,,,,,,,,,,,,,,,,,,,Newspapers,,,,,,,,,,,,Please contact the Briscoe Center for further information regarding the use of this material.,use_and_reproduction,,,,,AI tools were used for OCR (ABBYY FineReader) and image preprocessing (OpenAI Codex). There was a human-in-the-loop for each step of the process verifying the integrity of the outputs.,,,,,cw_bigotry,,,,
camh-dob-030020_0002,,,,islandora:pageCModel,,,,Natchez Trace collection,Natchez Trace collection,Natchez Trace Collection,,,American South,,,,,B00238,Contribute metadata with credit,,"The Vicksburg Daily Times, Volume 1, Number 223, Pages 2-3",,Contains regional and national news; human-interest stories; river news; notices and rewards; and advertisements. Notable articles include commentary about the South’s opposition to African American suffrage which southerners consider morally wrong; an excerpt from The Savannah Republic lamenting the South’s inability to manage their own interests as a result of the Republican policies; advice from the Richmond Dispatch to show Brigadiers how harmonious life is in the South as an argument against military rule and a rallying cry not to abandon the South’s cause. Researchers may find attitudes toward African American suffrage useful for understanding southerners’ attempt to reframe implementation of African American suffrage as an issue of States' rights within the context of persistent racism in the South during Reconstruction; comments about military command useful for understanding southern perceptions of the military presence in the South during Reconstruction; and discussion of Radical Republicans useful for understanding the continuing tension between the North and South in the aftermath of the Civil War.,,2.325,other,,,,,,,,,,,,,,,English,,,,,,,,2,pages,,,,,reformatted digital,text,Newspapers,,,,,,,,,"Reconstruction (U.S. history, 1865-1877)",,Military occupation,,African Americans--Suffrage,,,Mississippi--Vicksburg,,,Georgia--Savannah,,,,,,,,1847-01-01,1867-03-13,inferred,1867-03-13,,,,1867-03-13,,,,,"Johnson, Andrew, 1808-1875",,,,,,,,,"Manlove, Thomas Bolling",Personal,local,,editor,marcrelator,http://id.loc.gov/vocabulary/relators/edt,"Moss, Harry",Personal,local,,editor,,,,,,,,,,,"Shannon, Harvey",,,,,,,,,,,,,,,,,,,,,,,Newspapers,,,,,,,,,,,,Please contact the Briscoe Center for further information regarding the use of this material.,use_and_reproduction,,,,,AI tools were used for OCR (ABBYY FineReader) and image preprocessing (OpenAI Codex). There was a human-in-the-loop for each step of the process verifying the integrity of the outputs.,,,,,cw_bigotry,,,,
camh-dob-030020_0003,,,,islandora:pageCModel,,,,Natchez Trace collection,Natchez Trace collection,Natchez Trace Collection,,,American South,,,,,B00238,Contribute metadata with credit,,"The Vicksburg Daily Times, Volume 1, Number 223, Page 4",,"Contains Masonic Directory; trustee’s sales; advertisements for land agents purchasing, selling, and leasing lands; advertisements for machinery, railroads, medicines, other businesses and services. Researchers may find advertisements useful for understanding contemporary medicine, machinery, etc.",,2.325,other,,,,,,,,,,,,,,,English,,,,,,,,1,pages,,,,,reformatted digital,text,Newspapers,,,,,,,,,"Reconstruction (U.S. history, 1865-1877)",,Advertising,,Freemasonry,,,Mississippi--Vicksburg,,,Louisiana--New Orleans,,,Missouri--Saint Louis,,,,1867-03-13,,,inferred,1867-03-13,,,,1867-03-13,,,,,"Kuner, Max",,,,"Hubbard, H. H.",,,,,"Manlove, Thomas Bolling",Personal,local,,editor,marcrelator,http://id.loc.gov/vocabulary/relators/edt,"Moss, Harry",Personal,local,,editor,,,,,,,,,,,"Shannon, Harvey",,,,,,,,,,,,,,,,,,,,,,,Newspapers,,,,,,,,,,,,Please contact the Briscoe Center for further information regarding the use of this material.,use_and_reproduction,,,,,AI tools were used for OCR (ABBYY FineReader) and image preprocessing (OpenAI Codex). There was a human-in-the-loop for each step of the process verifying the integrity of the outputs.,,,,,cw_bigotry,,,,
camh-dob-030021,,,,islandora:bookCModel,,,,Natchez Trace collection,Natchez Trace collection,Natchez Trace Collection,,,American South,,,,,B00238,Contribute metadata with credit,,"The Vicksburg Daily Times, Volume 1, Number 224",,"Contains advertisements; regional, national, and international news; local news; human-interest stories. Notable articles include comments about military rule and Reconstruction; news about the Homestead Act and Bankrupt Bill; how a proposed asylum for disabled people and African Americans would harm manufacturing interests in the area. Researchers may find commentary about States' rights, Reconstruction and the Military Bill useful for understanding the South’s Lost Cause mythology and States' rights narratives; comments about the Homestead Act and Bankrupt Bill useful for understanding Reconstruction Era legislation; and comments about the proposed asylum useful for understanding contemporary racist and ableist attitudes toward African Americans and the disabled community as sources of exploitable labor.",,2.325,other,,,,,,,,,,,,,,,English,,,,,,,,4,pages,,,,,reformatted digital,text,Newspapers,,,,,,,,,"Reconstruction (U.S. history, 1865-1877)",,Military occupation,,States' rights (American politics),,,Mississippi--Vicksburg,,,Louisiana--New Orleans,,,,,,,,1866-07-30,1867-03-14,inferred,1867-03-14,,,,1867-03-14,,,,,"Sheridan, Philip Henry, 1831-1888",,,,,,,,,"Manlove, Thomas Bolling",Personal,local,,editor,marcrelator,http://id.loc.gov/vocabulary/relators/edt,"Moss, Harry",Personal,local,,editor,,,,,,,,,,,"Shannon, Harvey",,,,,,,,,,,,,,,,,,,,,,,Newspapers,,,,,,,,,,,,Please contact the Briscoe Center for further information regarding the use of this material.,use_and_reproduction,,,,,AI tools were used for OCR (ABBYY FineReader) and image preprocessing (OpenAI Codex). There was a human-in-the-loop for each step of the process verifying the integrity of the outputs.,,,,,cw_bigotry,,,,
camh-dob-030021_0001,,,,islandora:pageCModel,,,,Natchez Trace collection,Natchez Trace collection,Natchez Trace Collection,,,American South,,,,,B00238,Contribute metadata with credit,,"The Vicksburg Daily Times, Volume 1, Number 224, Page 1",,"Contains Vicksburg business directory; details about Vicksburg professional services; news covering stock information; regional, national, and international news; human-interest stories; and advertisements. Notable articles include the paper’s stated political stance; news about the Homestead Act; comments about the Judiciary Committee submitting a bill clarifying that the Brigadier General cannot delegate his powers to governors in states under military rule; and the Reconstruction Act’s mandate to register every voter in the five military districts. Researchers may find comments about the Homestead Act useful for understanding land appropriation in the South during Reconstruction; comments about the Brigadier General’s inability to delegate powers to governors useful for understanding application of the Military Act in the South; and comments about registering every voter in military districts useful for understanding the purpose of the Reconstruction Act and its application in the South.",,2.325,other,,,,,,,,,,,,,,,English,,,,,,,,1,pages,,,,,reformatted digital,text,Newspapers,,,,,,,,,"Reconstruction (U.S. history, 1865-1877)",,Land settlement,,Military occupation,,,Mississippi--Vicksburg,,,Louisiana--New Orleans,,,Missouri--Saint Louis,,,,1867-03-14,,,inferred,1867-03-14,,,,1867-03-14,,,,,"Johnson, Andrew, 1808-1875",,,,"Schofield, John McAllister, 1831-1906",,,,,"Manlove, Thomas Bolling",Personal,local,,editor,marcrelator,http://id.loc.gov/vocabulary/relators/edt,"Moss, Harry",Personal,local,,editor,,,,,,,,,,,"Shannon, Harvey",,,,,,,,,,,,,,,,,,,,,,,Newspapers,,,,,,,,,,,,Please contact the Briscoe Center for further information regarding the use of this material.,use_and_reproduction,,,,,AI tools were used for OCR (ABBYY FineReader) and image preprocessing (OpenAI Codex). There was a human-in-the-loop for each step of the process verifying the integrity of the outputs.,,,,,cw_bigotry,,,,
camh-dob-030021_0002,,,,islandora:pageCModel,,,,Natchez Trace collection,Natchez Trace collection,Natchez Trace Collection,,,American South,,,,,B00238,Contribute metadata with credit,,"The Vicksburg Daily Times, Volume 1, Number 224, Pages 2-3",,"Contains regional and national news; human-interest stories; river news; notices and rewards; advertisements. Notable articles include news about plans to build an asylum in Lynchburg, Virginia for disabled persons and African Americans, and how this would harm manufacturing interests in the area; comments about a convention in Virginia planning to challenge the Military Bill; a story about the aftermath of the New Orleans riot and questioning the Brigadier General of the Fifth Military District. Researchers may find the comments about the proposed asylum useful for understanding contemporary racist and ableist attitudes toward African Americans and the disabled community as sources of exploitable labor; the summary of the Bankrupt Bill useful for understanding evolving legal approaches to bankruptcy; and the story about the 1866 New Orleans riot useful for understanding northerners’ attitudes toward southerners.",,2.325,other,,,,,,,,,,,,,,,English,,,,,,,,2,pages,,,,,reformatted digital,text,Newspapers,,,,,,,,,"Reconstruction (U.S. history, 1865-1877)",,Discrimination,,Military occupation,,,Mississippi--Vicksburg,,,Virginia--Lynchburg,,,Louisiana--New Orleans,,,,,1866-07-30,1867-03-14,inferred,1867-03-14,,,,1867-03-14,,,,,"Sheridan, Philip Henry, 1831-1888",,,,"Johnson, Andrew, 1808-1875",,,,,"Manlove, Thomas Bolling",Personal,local,,editor,marcrelator,http://id.loc.gov/vocabulary/relators/edt,"Moss, Harry",Personal,local,,editor,,,,,,,,,,,"Shannon, Harvey",,,,,,,,,,,,,,,,,,,,,,,Newspapers,,,,,,,,,,,,Please contact the Briscoe Center for further information regarding the use of this material.,use_and_reproduction,,,,,AI tools were used for OCR (ABBYY FineReader) and image preprocessing (OpenAI Codex). There was a human-in-the-loop for each step of the process verifying the integrity of the outputs.,,,,,cw_bigotry,,,,
camh-dob-030021_0003,,,,islandora:pageCModel,,,,Natchez Trace collection,Natchez Trace collection,Natchez Trace Collection,,,American South,,,,,B00238,Contribute metadata with credit,,"The Vicksburg Daily Times, Volume 1, Number 224, Page 4",,"Contains Masonic Directory; trustee’s sales; advertisements for land agents purchasing, selling, and leasing lands; advertisements for machinery, railroads, medicines, other businesses and services. Researchers may find advertisements useful for understanding contemporary medicine, machinery, etc.",,2.325,other,,,,,,,,,,,,,,,English,,,,,,,,1,pages,,,,,reformatted digital,text,Newspapers,,,,,,,,,"Reconstruction (U.S. history, 1865-1877)",,Advertising,,Freemasonry,,,Mississippi--Vicksburg,,,Louisiana--New Orleans,,,Missouri--Saint Louis,,,,1867-03-14,,,inferred,1867-03-14,,,,1867-03-14,,,,,"Kuner, Max",,,,"Hubbard, H. H.",,,,,"Manlove, Thomas Bolling",Personal,local,,editor,marcrelator,http://id.loc.gov/vocabulary/relators/edt,"Moss, Harry",Personal,local,,editor,,,,,,,,,,,"Shannon, Harvey",,,,,,,,,,,,,,,,,,,,,,,Newspapers,,,,,,,,,,,,Please contact the Briscoe Center for further information regarding the use of this material.,use_and_reproduction,,,,,AI tools were used for OCR (ABBYY FineReader) and image preprocessing (OpenAI Codex). There was a human-in-the-loop for each step of the process verifying the integrity of the outputs.,,,,,cw_bigotry,,,,
